Data Set 1:Time(s),Data Set 1:Force(N)
0,-0.23464202880859375
0.02,-0.2409515380859375
0.040000000000000001,-0.25356292724609375
0.059999999999999998,-0.249359130859375
0.080000000000000002,-0.25145721435546875
0.10000000000000001,-0.2388458251953125
0.12,-0.2325439453125
0.14000000000000001,-0.2325439453125
0.16,-0.22834014892578125
0.17999999999999999,-0.22834014892578125
0.20000000000000001,-0.2241363525390625
0.22,-0.2220306396484375
0.23999999999999999,-0.2220306396484375
0.26000000000000001,-0.21993255615234375
0.28000000000000003,-0.215728759765625
0.29999999999999999,-0.21993255615234375
0.32000000000000001,-0.21782684326171875
0.34000000000000002,-0.2220306396484375
0.35999999999999999,-0.21782684326171875
0.38,-0.22834014892578125
0.40000000000000002,-0.21993255615234375
0.41999999999999998,-0.21993255615234375
0.44,-0.22834014892578125
0.46000000000000002,-0.2325439453125
0.47999999999999998,-0.215728759765625
0.5,-0.20101165771484375
0.52000000000000002,-0.19260406494140625
0.54000000000000004,-0.182098388671875
0.56000000000000005,-0.19470977783203125
0.57999999999999996,-0.18630218505859375
0.59999999999999998,-0.16948699951171875
0.62,-0.14426422119140625
0.64000000000000001,-0.1379547119140625
0.66000000000000003,-0.114837646484375
0.68000000000000005,-0.0980224609375
0.69999999999999996,-0.08541107177734375
0.71999999999999997,-0.07700347900390625
0.73999999999999999,-0.08330535888671875
0.76000000000000001,-0.0791015625
0.78000000000000003,-0.07700347900390625
0.80000000000000004,-0.08541107177734375
0.81999999999999995,-0.1064300537109375
0.83999999999999997,-0.09381866455078125
0.85999999999999999,-0.0875091552734375
0.88,-0.07489776611328125
0.90000000000000002,-0.05178070068359375
0.92000000000000004,-0.0391693115234375
0.93999999999999995,-0.04547119140625
0.95999999999999996,-0.028656005859375
0.97999999999999998,-0.03076171875
1,-0.013946533203125
1.02,-0.00974273681640625
1.04,0.0133819580078125
1.0600000000000001,0.0470123291015625
1.0800000000000001,0.0806427001953125
1.1000000000000001,0.07433319091796875
1.1200000000000001,0.0617218017578125
1.1399999999999999,0.04070281982421875
1.1599999999999999,0.00917816162109375
1.1799999999999999,0.00707244873046875
1.2,-0.00763702392578125
1.22,-0.02445220947265625
1.24,-0.01815032958984375
1.26,-0.01815032958984375
1.28,-0.0202484130859375
1.3,-0.0202484130859375
1.3200000000000001,-0.0055389404296875
1.3400000000000001,-0.0202484130859375
1.3600000000000001,-0.02445220947265625
1.3799999999999999,-0.03496551513671875
1.3999999999999999,-0.04547119140625
1.4199999999999999,-0.0559844970703125
1.4399999999999999,-0.062286376953125
1.46,-0.06859588623046875
1.48,-0.062286376953125
1.5,-0.0727996826171875
1.52,-0.07489776611328125
1.54,-0.0791015625
1.5600000000000001,-0.0896148681640625
1.5800000000000001,-0.09171295166015625
1.6000000000000001,-0.095916748046875
1.6200000000000001,-0.10012054443359375
1.6399999999999999,-0.11273193359375
1.6599999999999999,-0.11904144287109375
1.6799999999999999,-0.10852813720703125
1.7,-0.114837646484375
1.72,-0.11063385009765625
1.74,-0.11273193359375
1.76,-0.1064300537109375
1.78,-0.13375091552734375
1.8,-0.11904144287109375
1.8200000000000001,-0.114837646484375
1.8400000000000001,-0.13375091552734375
1.8600000000000001,-0.1400604248046875
1.8799999999999999,-0.14215850830078125
1.8999999999999999,-0.13165283203125
1.9199999999999999,-0.14426422119140625
1.9399999999999999,-0.1547698974609375
1.96,-0.15897369384765625
1.98,-0.15897369384765625
2,-0.1568756103515625
2.02,-0.1715850830078125
2.04,-0.1715850830078125
2.0600000000000001,-0.17999267578125
2.0800000000000001,-0.1736907958984375
2.1000000000000001,-0.16738128662109375
2.1200000000000001,-0.16948699951171875
2.1400000000000001,-0.16738128662109375
2.1600000000000001,-0.1736907958984375
2.1800000000000002,-0.15267181396484375
2.2000000000000002,-0.1547698974609375
2.2200000000000002,-0.16948699951171875
2.2400000000000002,-0.17789459228515625
2.2599999999999998,-0.215728759765625
2.2799999999999998,-0.24725341796875
2.2999999999999998,-0.2745819091796875
2.3199999999999998,-0.2913970947265625
2.3399999999999999,-0.297698974609375
2.3599999999999999,-0.30190277099609375
2.3799999999999999,-0.3082122802734375
2.3999999999999999,-0.29560089111328125
2.4199999999999999,-0.29560089111328125
2.4399999999999999,-0.28719329833984375
2.46,-0.29560089111328125
2.48,-0.29560089111328125
2.5,-0.2998046875
2.52,-0.31241607666015625
2.54,-0.297698974609375
2.5600000000000001,-0.30400848388671875
2.5800000000000001,-0.2998046875
2.6000000000000001,-0.3082122802734375
2.6200000000000001,-0.3061065673828125
2.6400000000000001,-0.31031036376953125
2.6600000000000001,-0.316619873046875
2.6800000000000002,-0.3229217529296875
2.7000000000000002,-0.33553314208984375
2.7200000000000002,-0.37757110595703125
2.7400000000000002,-0.4154052734375
2.7599999999999998,-0.451141357421875
2.7799999999999998,-0.47846221923828125
2.7999999999999998,-0.48686981201171875
2.8199999999999998,-0.484771728515625
2.8399999999999999,-0.49738311767578125
2.8599999999999999,-0.48897552490234375
2.8799999999999999,-0.4742584228515625
2.8999999999999999,-0.48686981201171875
2.9199999999999999,-0.5078887939453125
2.9399999999999999,-0.51209259033203125
2.96,-0.50368499755859375
2.98,-0.49527740478515625
3,-0.4910736083984375
3.02,-0.49738311767578125
3.04,-0.4931793212890625
3.0600000000000001,-0.484771728515625
3.0800000000000001,-0.48056793212890625
3.1000000000000001,-0.4742584228515625
3.1200000000000001,-0.48056793212890625
3.1400000000000001,-0.4910736083984375
3.1600000000000001,-0.48897552490234375
3.1800000000000002,-0.49738311767578125
3.2000000000000002,-0.5015869140625
3.2200000000000002,-0.4931793212890625
3.2400000000000002,-0.499481201171875
3.2599999999999998,-0.50368499755859375
3.2799999999999998,-0.5078887939453125
3.2999999999999998,-0.50368499755859375
3.3199999999999998,-0.5015869140625
3.3399999999999999,-0.5099945068359375
3.3599999999999999,-0.5078887939453125
3.3799999999999999,-0.50368499755859375
3.3999999999999999,-0.5078887939453125
3.4199999999999999,-0.51209259033203125
3.4399999999999999,-0.51209259033203125
3.46,-0.5078887939453125
3.48,-0.49527740478515625
3.5,-0.48897552490234375
3.52,-0.50368499755859375
3.54,-0.49527740478515625
3.5600000000000001,-0.484771728515625
3.5800000000000001,-0.48056793212890625
3.6000000000000001,-0.47216033935546875
3.6200000000000001,-0.49527740478515625
3.6400000000000001,-0.518402099609375
3.6600000000000001,-0.5099945068359375
3.6800000000000002,-0.518402099609375
3.7000000000000002,-0.5247039794921875
3.7200000000000002,-0.52050018310546875
3.7400000000000002,-0.52260589599609375
3.7599999999999998,-0.533111572265625
3.7799999999999998,-0.52260589599609375
3.7999999999999998,-0.52050018310546875
3.8199999999999998,-0.52050018310546875
3.8399999999999999,-0.5099945068359375
3.8599999999999999,-0.52050018310546875
3.8799999999999999,-0.533111572265625
3.8999999999999999,-0.53101348876953125
3.9199999999999999,-0.52050018310546875
3.9399999999999999,-0.5247039794921875
3.96,-0.52260589599609375
3.98,-0.5436248779296875
4,-0.51209259033203125
4.0199999999999996,-0.50579071044921875
4.04,-0.51209259033203125
4.0599999999999996,-0.51629638671875
4.0800000000000001,-0.5078887939453125
4.0999999999999996,-0.52050018310546875
4.1200000000000001,-0.53101348876953125
4.1399999999999997,-0.52890777587890625
4.1600000000000001,-0.51629638671875
4.1799999999999997,-0.51209259033203125
4.2000000000000002,-0.518402099609375
4.2199999999999998,-0.53521728515625
4.2400000000000002,-0.53101348876953125
4.2599999999999998,-0.53521728515625
4.2800000000000002,-0.52890777587890625
4.2999999999999998,-0.5247039794921875
4.3200000000000003,-0.52260589599609375
4.3399999999999999,-0.52050018310546875
4.3600000000000003,-0.51419830322265625
4.3799999999999999,-0.5099945068359375
4.4000000000000004,-0.52050018310546875
4.4199999999999999,-0.51629638671875
4.4400000000000004,-0.499481201171875
4.46,-0.49738311767578125
4.4800000000000004,-0.49738311767578125
4.5,-0.484771728515625
4.5199999999999996,-0.4910736083984375
4.54,-0.482666015625
4.5599999999999996,-0.482666015625
4.5800000000000001,-0.484771728515625
4.5999999999999996,-0.48897552490234375
4.6200000000000001,-0.4931793212890625
4.6399999999999997,-0.48686981201171875
4.6600000000000001,-0.499481201171875
4.6799999999999997,-0.499481201171875
4.7000000000000002,-0.5099945068359375
4.7199999999999998,-0.5099945068359375
4.7400000000000002,-0.5078887939453125
4.7599999999999998,-0.5078887939453125
4.7800000000000002,-0.49738311767578125
4.7999999999999998,-0.49738311767578125
4.8200000000000003,-0.482666015625
4.8399999999999999,-0.4931793212890625
4.8600000000000003,-0.4931793212890625
4.8799999999999999,-0.49527740478515625
4.9000000000000004,-0.49738311767578125
4.9199999999999999,-0.4931793212890625
4.9400000000000004,-0.48897552490234375
4.96,-0.48897552490234375
4.9800000000000004,-0.48686981201171875
5,-0.484771728515625
5.0199999999999996,-0.48686981201171875
5.04,-0.484771728515625
5.0599999999999996,-0.484771728515625
5.0800000000000001,-0.48897552490234375
5.0999999999999996,-0.5078887939453125
5.1200000000000001,-0.5078887939453125
5.1399999999999997,-0.49527740478515625
5.1600000000000001,-0.48897552490234375
5.1799999999999997,-0.4742584228515625
5.2000000000000002,-0.47216033935546875
5.2199999999999998,-0.451141357421875
5.2400000000000002,-0.451141357421875
5.2599999999999998,-0.4595489501953125
5.2800000000000002,-0.46164703369140625
5.2999999999999998,-0.4406280517578125
5.3200000000000003,-0.434326171875
5.3399999999999999,-0.434326171875
5.3600000000000003,-0.43852996826171875
5.3799999999999999,-0.44483184814453125
5.4000000000000004,-0.465850830078125
5.4199999999999999,-0.499481201171875
5.4400000000000004,-0.51209259033203125
5.46,-0.52260589599609375
5.4800000000000004,-0.5247039794921875
5.5,-0.53101348876953125
5.5199999999999996,-0.53942108154296875
5.54,-0.53942108154296875
5.5599999999999996,-0.5499267578125
5.5800000000000001,-0.52890777587890625
5.5999999999999996,-0.51629638671875
5.6200000000000001,-0.47846221923828125
5.6399999999999997,-0.37126922607421875
5.6600000000000001,-0.3229217529296875
5.6799999999999997,-0.264068603515625
5.7000000000000002,-0.114837646484375
5.7199999999999998,0.240386962890625
5.7400000000000002,0.6019134521484375
5.7599999999999998,0.79949188232421875
5.7800000000000002,0.8541412353515625
5.7999999999999998,0.9066925048828125
5.8200000000000003,0.97815704345703125
5.8399999999999999,1.04962158203125
5.8600000000000003,1.1463088989257812
5.8799999999999999,1.3081512451171875
5.9000000000000004,1.4994277954101562
5.9199999999999999,1.7264328002929688
5.9400000000000004,2.0690383911132812
5.96,2.4557876586914062
5.9800000000000004,2.863555908203125
6,3.218780517578125
6.0199999999999996,3.5824050903320312
6.04,4.0006866455078125
6.0599999999999996,4.4862213134765625
6.0800000000000001,4.9612503051757812
6.0999999999999996,5.4552001953125
6.1200000000000001,5.9071044921875
6.1399999999999997,6.27703857421875
6.1600000000000001,6.529266357421875
6.1799999999999997,6.7121353149414062
6.2000000000000002,7.7126388549804688
6.2199999999999998,8.6837158203125
6.2400000000000002,9.541290283203125
6.2599999999999998,10.121414184570312
6.2800000000000002,10.314788818359375
6.2999999999999998,10.342117309570312
6.3200000000000003,10.655296325683594
6.3399999999999999,11.109306335449219
6.3600000000000003,11.321601867675781
6.3799999999999999,11.237525939941406
6.4000000000000004,11.22491455078125
6.4199999999999999,11.233322143554688
6.4400000000000004,11.218605041503906
6.46,11.119819641113281
6.4800000000000004,11.031539916992188
6.5,11.067268371582031
6.5199999999999996,11.227012634277344
6.54,11.302680969238281
6.5599999999999996,11.264846801757812
6.5800000000000001,11.161857604980469
6.5999999999999996,11.063064575195312
6.6200000000000001,10.909629821777344
6.6399999999999997,10.674217224121094
6.6600000000000001,10.413581848144531
6.6799999999999997,10.190780639648438
6.7000000000000002,10.001609802246094
6.7199999999999998,9.9028167724609375
6.7400000000000002,9.8733901977539062
6.7599999999999998,9.9007186889648438
6.7800000000000002,9.92803955078125
6.7999999999999998,10.054153442382812
6.8200000000000003,10.159248352050781
6.8399999999999999,10.192878723144531
6.8600000000000003,10.358932495117188
6.8799999999999999,10.524978637695312
6.9000000000000004,10.6531982421875
6.9199999999999999,10.678421020507812
6.9400000000000004,10.712051391601562
6.96,10.815040588378906
6.9800000000000004,10.909629821777344
7,10.9033203125
7.0199999999999996,10.846572875976562
7.04,10.768798828125
7.0599999999999996,10.630073547363281
7.0800000000000001,10.411476135253906
7.0999999999999996,10.234916687011719
7.1200000000000001,10.173965454101562
7.1399999999999997,10.224411010742188
7.1600000000000001,10.243324279785156
7.1799999999999997,10.310585021972656
7.2000000000000002,10.405174255371094
7.2199999999999998,10.428291320800781
7.2400000000000002,10.403068542480469
7.2599999999999998,10.409378051757812
7.2800000000000002,10.46612548828125
7.2999999999999998,10.535491943359375
7.3200000000000003,10.5670166015625
7.3399999999999999,10.487144470214844
7.3600000000000003,10.361030578613281
7.3799999999999999,10.180267333984375
7.4000000000000004,10.01422119140625
7.4199999999999999,9.8712921142578125
7.4400000000000004,9.810333251953125
7.46,9.7514801025390625
7.4800000000000004,9.743072509765625
7.5,9.8523712158203125
7.5199999999999996,10.022628784179688
7.54,10.144538879394531
7.5599999999999996,10.190780639648438
7.5800000000000001,10.302177429199219
7.5999999999999996,10.514472961425781
7.6200000000000001,10.844467163085938
7.6399999999999997,11.065170288085938
7.6600000000000001,11.069374084472656
7.6799999999999997,10.943260192871094
7.7000000000000002,10.73516845703125
7.7199999999999998,10.581733703613281
7.7400000000000002,10.571220397949219
7.7599999999999998,10.638481140136719
7.7800000000000002,10.672111511230469
7.7999999999999998,10.636383056640625
7.8200000000000003,10.588035583496094
7.8399999999999999,10.596443176269531
7.8600000000000003,10.678421020507812
7.8799999999999999,10.745681762695312
7.9000000000000004,10.66790771484375
7.9199999999999999,9.6674041748046875
7.9400000000000004,8.9464569091796875
7.96,8.3453140258789062
7.9800000000000004,7.6306610107421875
8,7.0421295166015625
8.0199999999999996,6.5019454956054688
8.0399999999999991,5.8524551391601562
8.0600000000000005,5.0243072509765625
8.0800000000000001,4.1204910278320312
8.0999999999999996,3.2145767211914062
8.1199999999999992,2.3675079345703125
8.1400000000000006,1.6486587524414062
8.1600000000000001,1.1589202880859375
8.1799999999999997,0.8373260498046875
8.1999999999999993,0.5829925537109375
8.2200000000000006,0.2572021484375
8.2400000000000002,0.05121612548828125
8.2599999999999998,0.0133819580078125
8.2799999999999994,0.04280853271484375
8.3000000000000007,0.05121612548828125
8.3200000000000003,-0.01815032958984375
8.3399999999999999,-0.06649017333984375
8.3599999999999994,-0.0727996826171875
8.3800000000000008,-0.09381866455078125
8.4000000000000004,-0.114837646484375
8.4199999999999999,-0.10222625732421875
8.4399999999999995,-0.0896148681640625
8.4600000000000009,-0.04967498779296875
8.4800000000000004,-0.00974273681640625
8.5,0.0638275146484375
8.5199999999999996,0.18363189697265625
8.5399999999999991,0.324462890625
8.5600000000000005,0.51152801513671875
8.5800000000000001,0.76165771484375
8.5999999999999996,1.2051620483398438
8.6199999999999992,2.5861053466796875
8.6400000000000006,4.477813720703125
8.6600000000000001,6.2581253051757812
8.6799999999999997,7.725250244140625
8.6999999999999993,9.3605270385742188
8.7200000000000006,10.770904541015625
8.7400000000000002,11.367843627929688
8.7599999999999998,11.531791687011719
8.7799999999999994,11.546501159667969
8.8000000000000007,11.477142333984375
8.8200000000000003,11.411979675292969
8.8399999999999999,11.430900573730469
8.8599999999999994,11.395164489746094
8.8800000000000008,11.250137329101562
8.9000000000000004,10.930648803710938
8.9199999999999999,10.480842590332031
8.9399999999999995,10.152946472167969
8.9600000000000009,9.86077880859375
8.9800000000000004,9.65899658203125
9,9.6064529418945312
9.0199999999999996,9.6211624145507812
9.0399999999999991,9.541290283203125
9.0600000000000005,9.3332061767578125
9.0800000000000001,9.1734619140625
9.0999999999999996,9.1986846923828125
9.1199999999999992,9.4530105590820312
9.1400000000000006,9.7682952880859375
9.1600000000000001,9.911224365234375
9.1799999999999997,9.8944091796875
9.1999999999999993,9.9175338745117188
9.2200000000000006,10.052055358886719
9.2400000000000002,10.188674926757812
9.2599999999999998,10.285362243652344
9.2799999999999994,10.363136291503906
9.3000000000000007,10.514472961425781
9.3200000000000003,10.739372253417969
9.3399999999999999,10.968482971191406
9.3599999999999994,10.997909545898438
9.3800000000000008,10.932746887207031
9.4000000000000004,10.875999450683594
9.4199999999999999,10.8360595703125
9.4399999999999995,10.716255187988281
9.4600000000000009,10.512367248535156
9.4800000000000004,10.375747680664062
9.5,10.308486938476562
9.5199999999999996,10.287467956542969
9.5399999999999991,10.237022399902344
9.5600000000000005,10.134025573730469
9.5800000000000001,8.935943603515625
9.5999999999999996,7.523468017578125
9.6199999999999992,6.3148727416992188
9.6400000000000006,5.3795318603515625
9.6600000000000001,4.5513839721679688
9.6799999999999997,3.5718994140625
9.6999999999999993,2.6008224487304688
9.7200000000000006,1.8189163208007812
9.7400000000000002,1.2703170776367188
9.7599999999999998,0.90248870849609375
9.7799999999999994,0.6691741943359375
9.8000000000000007,0.34548187255859375
9.8200000000000003,0.04911041259765625
9.8399999999999999,-0.129547119140625
9.8599999999999994,-0.23674774169921875
9.8800000000000008,-0.27667999267578125
9.9000000000000004,-0.40069580078125
9.9199999999999999,-0.5099945068359375
9.9399999999999995,-0.552032470703125
9.9600000000000009,-0.5436248779296875
9.9800000000000004,-0.53731536865234375
10,-0.533111572265625
10.02,-0.5583343505859375
10.039999999999999,-0.57094573974609375
10.06,-0.566741943359375
10.08,-0.54782867431640625
10.1,-0.53101348876953125
10.119999999999999,-0.52050018310546875
10.140000000000001,-0.51629638671875
10.16,-0.49738311767578125
10.18,-0.46375274658203125
10.199999999999999,-0.38177490234375
10.220000000000001,-0.26617431640625
10.24,-0.013946533203125
10.26,0.0953521728515625
10.279999999999999,0.07643890380859375
10.300000000000001,0.1142730712890625
10.32,0.2824249267578125
10.34,0.52204132080078125
10.359999999999999,0.73853302001953125
10.380000000000001,1.1105728149414062
10.4,2.5840072631835938
10.42,4.3790283203125
10.44,5.856658935546875
10.460000000000001,7.3637237548828125
10.48,9.3332061767578125
10.5,10.762496948242188
10.52,11.271156311035156
10.539999999999999,11.075675964355469
10.56,10.911727905273438
10.58,10.932746887207031
10.6,10.9033203125
10.619999999999999,10.894912719726562
10.640000000000001,10.939056396484375
10.66,11.046249389648438
10.68,11.02313232421875
10.699999999999999,10.810836791992188
10.720000000000001,10.560714721679688
10.74,10.409378051757812
10.76,10.327400207519531
10.779999999999999,10.289566040039062
10.800000000000001,10.266448974609375
10.82,10.245429992675781
10.84,10.251731872558594
10.859999999999999,10.285362243652344
10.880000000000001,10.310585021972656
10.9,10.300079345703125
10.92,10.272750854492188
10.94,10.281158447265625
10.960000000000001,10.327400207519531
10.98,10.344215393066406
11,10.279060363769531
11.02,10.186576843261719
11.039999999999999,10.075172424316406
11.06,10.077278137207031
11.08,10.190780639648438
11.1,10.352622985839844
11.119999999999999,10.508163452148438
11.140000000000001,10.674217224121094
11.16,10.705741882324219
11.18,10.68682861328125
11.199999999999999,10.678421020507812
11.220000000000001,10.783515930175781
11.24,10.794021606445312
11.26,10.672111511230469
11.279999999999999,10.581733703613281
11.300000000000001,10.541793823242188
11.32,10.571220397949219
11.34,10.577529907226562
11.359999999999999,10.588035583496094
11.380000000000001,10.655296325683594
11.4,10.724662780761719
11.42,10.707847595214844
11.44,10.579627990722656
11.460000000000001,10.396766662597656
11.48,10.26434326171875
11.5,10.289566040039062
11.52,10.421989440917969
11.539999999999999,10.506065368652344
11.56,10.499755859375
11.58,10.457717895507812
11.6,10.476638793945312
11.619999999999999,10.48504638671875
11.640000000000001,10.449310302734375
11.66,10.409378051757812
11.68,10.419883728027344
11.699999999999999,10.449310302734375
11.720000000000001,10.510269165039062
11.74,10.554405212402344
11.76,10.594345092773438
11.779999999999999,10.613258361816406
11.800000000000001,10.644790649414062
11.82,10.663703918457031
11.84,10.642684936523438
11.859999999999999,10.577529907226562
11.880000000000001,10.497657775878906
11.9,10.46612548828125
11.92,10.543899536132812
11.94,10.661605834960938
11.960000000000001,10.739372253417969
11.98,10.808738708496094
12,10.760391235351562
12.02,10.661605834960938
12.039999999999999,10.598548889160156
12.06,10.611160278320312
12.08,10.663703918457031
12.1,10.678421020507812
12.119999999999999,10.63427734375
12.140000000000001,10.569122314453125
12.16,10.516571044921875
12.18,10.514472961425781
12.199999999999999,10.55230712890625
12.220000000000001,10.611160278320312
12.24,10.6531982421875
12.26,10.659500122070312
12.279999999999999,10.632179260253906
12.300000000000001,10.575424194335938
12.32,10.53338623046875
12.34,10.527084350585938
12.359999999999999,10.489250183105469
12.380000000000001,10.491348266601562
12.4,10.573326110839844
12.42,10.661605834960938
12.44,10.665809631347656
12.460000000000001,10.606956481933594
12.48,10.545997619628906
12.5,10.491348266601562
12.52,10.474533081054688
